"ID","DCE1.mono","DCE2.mono","DCE3.mono","duration","DCE1.4","DCE1.5","DCE1.6","DCE1.7","DCE1.8","DCE1.9","DCE1.10","DCE1.11","DCE1.12","DCE1.13","DCE1.14","DCE1.15","DCE1.16","DCE1.17","DCE1.18","DCE1.19","DCE1.20","DCE1.21","DCE1.22","DCE1.23","DCE1.24","DCE1.25","DCE1.26","DCE1.27","DCE2.4","DCE2.5","DCE2.6","DCE2.7","DCE2.8","DCE2.9","DCE2.10","DCE2.11","DCE2.12","DCE2.13","DCE2.14","DCE2.15","DCE2.16","DCE2.17","DCE2.18","DCE2.19","DCE2.20","DCE2.21","DCE2.22","DCE2.23","DCE2.24","DCE2.25","DCE2.26","DCE2.27","DCE3.4","DCE3.5","DCE3.6","DCE3.7","DCE3.8","DCE3.9","DCE3.10","DCE3.11","DCE3.12","DCE3.13","DCE3.14","DCE3.15","DCE3.16","DCE3.17","DCE3.18","DCE3.19","DCE3.20","DCE3.21","DCE3.22","DCE3.23","DCE3.24","DCE3.25","DCE3.26","DCE3.27","risk1_1","risk1_2","risk1_3","risk1_4","risk1_5","risk1_6","risk1_7","risk1_8","risk1_9","risk1_10","risk1_11","risk1_12","loss1_1","loss1_2","loss1_3","loss1_4","loss1_5","loss1_6","loss1_7","loss1_8","loss1_9","loss1_10","loss1_11","loss1_12","risk2_1","risk2_2","risk2_3","risk2_4","risk2_5","risk2_6","risk2_7","risk2_8","risk2_9","risk2_10","risk2_11","risk2_12","loss2_1","loss2_2","loss2_3","loss2_4","loss2_5","loss2_6","loss2_7","loss2_8","loss2_9","loss2_10","loss2_11","loss2_12","breq3_id1","breq3_id2","breq3_id3","breq3_id4","breq3_amov1","breq3_amov2","breq3_amov3","breq3_amov4","breq3_intrins1","breq3_intrins2","breq3_intrins3","breq3_intrins4","breq3_intro1","breq3_intro2","breq3_intro3","breq3_intro4","breq3_integ1","breq3_integ2","breq3_integ3","breq3_integ4","breq3_ext1","breq3_ext2","breq3_ext3","breq3_ext4","VigDays","VigHours","VigMin","VigDK","ModDays","ModHours","ModMin","ModDK","WalkDays","WalkHours","WalkMin","WalkDK","SitHours","SitMin","SitDK","PA_typical","joint_study","NICE_age","NICE_pain","NICE_activity","NICE_stiffness","NICE_stiffness_min","pain_NRS","function_NRS","hipL","hipR","ankleL","ankleR","kneeL","kneeR","footL","footR","DOB","enddate","gender","height","weight","employed","income","household","state"
"a11063de-6740-c17b-6192-543b14193e16",NA,"2",NA,"886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","6","1","1","1","1","4","5","5","5","1","4","3","5","5","5","5","5","6","6","5","3","6","2",NA,NA,"7","2",NA,NA,"7","2",NA,NA,"15",NA,NA,"1","6","4","1","4","1","5","7","6","1",NA,"1",NA,NA,NA,"1",NA,"8/7/1950","2/11/2020 17:32","2","180","120","1","3","2","4"
"1d238dc9-ac32-bfdd-5585-ba0805fca60b",NA,"2",NA,"697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"1","1",NA,"2",NA,NA,"2",NA,"1","1","1",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","4","3","1","5","3","1","1","4","4","4","4","4","3","3","1","4","4","4","5","4","3","3","0",NA,NA,NA,"0",NA,NA,NA,"5",NA,"45",NA,"6",NA,NA,"1","4","4","1","4","3",NA,"1","4",NA,NA,NA,NA,NA,"1",NA,NA,"26/06/1945","2/11/2020 17:33","2","168","72","2","6","2","4"
"159fbc94-00de-1f5e-eed8-8bb451012a5a",NA,NA,"2","830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","5","1","3","1","1","4","5","5","5","5","3","5","5","5","5","5","5","4","3","1","1","0",NA,NA,NA,"0",NA,NA,NA,"4","1","30",NA,NA,NA,"1","3","1","4","1","1","1","5","9","7","1",NA,"1","1","1","1",NA,NA,"16/11/1959","2/11/2020 17:33","2","187","91","2","3","2","4"
"f1ef402d-d733-ad1a-e561-77c48a3cc1e5",NA,NA,"2","957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","5","5","1","1","1","1","3","4","3","3","6","4","4","5","5","4","4","4","4","4","4","4","2","2","0",NA,"7","1","30",NA,"7","1","30",NA,"6","30",NA,"1","8","4","1","1","1","5","9","8","1","1",NA,"1",NA,NA,NA,"1","19/02/1961","2/11/2020 17:34","1","165","77.5","2","4","2","4"
"5876b952-9f94-8524-001e-8e5ddaaccd8e",NA,"2",NA,"469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","2",NA,"1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","6","6","5","1","1","1","1","3","4","4","4","5","4","4","5","5","5","4","5","3","3","1","1","0",NA,NA,NA,"3","0","30",NA,"3","1","15",NA,"3","0",NA,"1","7","4","1","4","1","4","2","1",NA,NA,NA,"1",NA,NA,NA,NA,"15/03/1970","2/11/2020 17:34","1","168","73","2","3","1","5"
"39c58f44-2992-00f0-b408-b8eefffa6280",NA,"2",NA,"2872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","5","5","3","1","1","1","1","4","5","5","5","3","3","1","4","4","1","1","3","1","1","1","1","0",NA,NA,NA,"0",NA,NA,NA,"7","1","60",NA,"4","240",NA,"1","1","4","1","4","3",NA,"6","2","1","1",NA,NA,"1","1",NA,NA,"21/02/1955","2/11/2020 17:35","1","162","70","2","3","2","6"
"234795ab-a135-e4d6-31e7-a26caad8fb6f",NA,NA,"2","2240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","5","1","5","3","4","1","1","4","3","3","4","1","1","3","1","1","1","4","4","1","3","1","0",NA,NA,NA,"0",NA,NA,NA,"6",NA,"10",NA,"6","30",NA,"1","8","4","1","4","3",NA,"5","4",NA,"1",NA,NA,NA,NA,NA,"1","10/9/1933","2/11/2020 17:35","1","143","69","2","2","2","4"
"8956b55a-5794-9ddc-2016-827d0db74583","2",NA,NA,"892","2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"2","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","2",NA,NA,NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","5","4","3","1","1","1","4","4","4","4","5","3","3","4","4","3","3","4","3","3","3","3","0",NA,NA,NA,"1","0","30",NA,"2","3","0",NA,"6","30",NA,"1","2","4","1","1","1","4","1","1",NA,NA,NA,NA,"1",NA,"1",NA,"27/04/1960","2/11/2020 17:35","2","175","110","2","3","1","3"
"805cde7a-d502-83e9-2a36-e9771f5cc6b1","2",NA,NA,"1324","2",NA,"1","1","2",NA,"2",NA,"2","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"2","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","1","1","1","1","1","3","3","4","3","3","1","1","1","3","3","3","4","1","1","1","1","4","1",NA,NA,"4","1",NA,NA,"4",NA,"30",NA,"4",NA,NA,"5","3","4","1","1","1","4","7","6",NA,"1",NA,NA,"1","1",NA,NA,"9/9/1955","2/11/2020 17:35","1","160","85","1","2","2","3"
"992c343a-b357-96f3-5d76-0307e08999f4",NA,"1",NA,"653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1","2",NA,"1","1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","6","1","1","1","1","5","6","6","6","6","6","6","6","5","6","6","6","4","1","1","1","5","1","30",NA,"3","1","0",NA,"7","0","25",NA,"15","0",NA,"1","4","4","1","1","1","4","6","6",NA,NA,NA,NA,NA,"1",NA,NA,"17/05/1952","2/11/2020 17:38","1","160","65","2","2","1","5"
"3ec5ab4a-a2c1-f5d7-b306-9ceeaf82f888",NA,NA,"2","1529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1","2",NA,"1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","5","5","5","1","1","1","3","4","4","5","5","5","3","5","5","5","5","5","5","4","4","3","3","5",NA,"60",NA,"2",NA,"30",NA,"4",NA,"30",NA,"11",NA,NA,"1","2","4","1","1","1","4","4","2",NA,NA,NA,NA,"1",NA,NA,NA,"8/5/1943","2/11/2020 17:38","2","174","102","1","3","2","4"
"0d802a85-f992-7437-f6c9-1dabd371ab5b",NA,"2",NA,"1425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2",NA,"1","1",NA,"2",NA,"2","1","2",NA,"2",NA,"2","1","1",NA,"2",NA,"2","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","5","1","1","1","1","6","6","6","6","6","1","1","1","6","6","6","6","1","1","1","1","5",NA,"25",NA,"5",NA,"25",NA,"4",NA,"20",NA,"4",NA,NA,"1","5","4","1","1","1","4","6","6",NA,NA,"1",NA,NA,"1",NA,NA,"4/8/1945","2/11/2020 17:38","2","170","85","2","4","2","5"
"6d05067f-e3d1-2125-7333-312ebb94b6be","1",NA,NA,"1386","1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1","1","1",NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","1","20",NA,"4","1","30",NA,"3","1","0",NA,"1","20",NA,"1","3","4","1","1","1","4","10","9",NA,"1",NA,"1","1",NA,NA,NA,"1/1/1959","2/11/2020 17:38","2","175","71","1","4","2","5"
"edcfaa2d-e0a9-98f4-b961-9de45840aafc",NA,NA,"2","1061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","5","6","5","1","1","1","1","5","5","5","6","6","6","6","5","6","5","6","5","3","3","1","3","5","2",NA,NA,"2","1",NA,NA,"7","1",NA,NA,"1",NA,NA,"1","2","4","1","4","1","5","5","5",NA,NA,"1","1","1","1","1","1","16/02/1960","2/11/2020 17:40","1","157","62","2","3","2","6"
"04b04ad4-f56c-72b6-c698-7d9b2a546f11",NA,NA,"2","961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","6","6","5","1","1","1","1","5","6","5","6","5","5","4","6","5","5","5","5","4","1","4","3","0",NA,NA,NA,"0",NA,NA,NA,"7",NA,"20",NA,"10",NA,NA,"1","3","4","1","1","1","4","7","2",NA,"1",NA,NA,NA,NA,NA,NA,"3/2/1965","2/11/2020 17:40","2","163","72","2","1","1","4"
"ea008ceb-64e0-2f47-71a7-bb2b343c3e2e",NA,NA,"2","745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","2",NA,"1","1","1",NA,"1","2",NA,"1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","3","3","4","3","4","3","4","4","3","4","4","4","3","3","3","3","3","4","3","3","3","1","1",NA,NA,"3",NA,"15",NA,"5",NA,"10",NA,"3",NA,NA,"1","3","4","1","1","1","5","5","5","1","1","1","1",NA,NA,"1",NA,"17/03/1969","2/11/2020 17:41","1","166","59","2","6","2","6"
"5d1bc139-2111-bde1-6d75-f63029a073f5",NA,"2",NA,"2329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1","2",NA,"1","1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","5","5","5","5","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","3","4","1",NA,NA,"1","1",NA,NA,"1",NA,"30",NA,"5",NA,NA,"1","4","4","1","4","3",NA,"1","0",NA,NA,NA,NA,NA,"1",NA,NA,"7/9/1969","2/11/2020 17:42","2","166","72","2","4","2","5"
"64c05311-1cc6-7045-b65d-64ebb21bb6dd",NA,"2",NA,"1856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"2","2",NA,"1","2",NA,"1","2",NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","5","3","3","3","3","4","5","4","5","4","4","4","4","5","4","4","4","3","3","3","3","2","1","45",NA,"4","0","30",NA,"2","0","15",NA,"2","30",NA,"1","2","4","1","1","1","4","4","5","1","1",NA,NA,"1","1",NA,NA,"22/03/1966","2/11/2020 17:45","2","188","90","1","4","2","6"
"c51fd13c-36b3-f816-6970-e634f19264ed",NA,NA,"2","1616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","1","1","1","1","1","4","5","5","5","4","3","1","4","5","4","4","5","3","1","1","1","0",NA,NA,NA,"7","3","0",NA,"5","0","45",NA,NA,NA,"1","1","4","4","1","1","3",NA,"7","4",NA,NA,NA,NA,NA,"1",NA,NA,"20/03/1948","2/11/2020 17:46","2","186","88","2","2","1","1"
"d9260552-5370-009e-501e-320de7570985",NA,NA,"2","1015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","6","1","1","1","1","3","4","4","4","6","6","6","6","4","4","4","4","4","1","1","1","3","0","30",NA,"7","0","30",NA,"7","3","30",NA,"12","0",NA,"1","5","4","1","1","1","4","4","4","1","1","1","1","1","1","1","1","15/07/1961","2/11/2020 17:48","2","180","92","1","1","1","3"
"355c3782-2751-33c7-2ace-0077f055754f",NA,NA,"2","1093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","2",NA,"2",NA,"1","1","2",NA,"2",NA,"1","2",NA,"2","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","5","4","1","3","1","1","1","5","5","4","4","1","1","1","1","1","3","4","4","1","1","1","1","7","6","360",NA,"7","4","240",NA,"7","6","360",NA,"2","120",NA,"1","2","4","1","1","1","5","5","5",NA,NA,NA,NA,"1",NA,NA,NA,"28/07/1957","2/11/2020 17:48","2","160","78","2","6","2","4"
"26d9a7ee-bd53-baa3-afa2-90f21f4ae426",NA,NA,"1","675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"1","1","4","4","1","1","1","4","9","10",NA,NA,NA,NA,NA,"1",NA,NA,"2/10/1966","2/11/2020 17:49","2","79","65","2","4","2","5"
"d0f0b295-9785-adce-86d9-85dbe799cd59",NA,"2",NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","2",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","6","4","1","1","1","5","4","5","6","3","4","6","5","6","6","5","6","6","6","1","1","1",NA,"20",NA,"0",NA,NA,NA,"5","1",NA,NA,"6",NA,NA,"1","4","4","1","1","1","4","7","6",NA,NA,"1","1","1","1",NA,NA,"11/3/1965","2/11/2020 17:50","1","165","70","1","3","2","4"
