"Version","Trial","Alt","Participant","Selection","Goal","Form","Magnitude","Direction"
2,"7","3","R_3QQLv9bNDnyqoo9",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_3QQLv9bNDnyqoo9",1,"90min","Cash","160","neg"
2,"8","2","R_3QQLv9bNDnyqoo9",0,"30min","Donate","500","pos"
2,"8","3","R_3QQLv9bNDnyqoo9",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_3rUpJCgf7gsQxaB",0,"60min","Voucher","300","neg"
2,"1","2","R_3rUpJCgf7gsQxaB",1,"30min","Cash","160","pos"
2,"1","3","R_3rUpJCgf7gsQxaB",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_3rUpJCgf7gsQxaB",0,"60min","Cash","300","neg"
2,"2","2","R_3rUpJCgf7gsQxaB",1,"90min","Donate","500","pos"
2,"2","3","R_3rUpJCgf7gsQxaB",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_3rUpJCgf7gsQxaB",0,"60min","Voucher","500","pos"
2,"3","2","R_3rUpJCgf7gsQxaB",1,"30min","Donate","160","neg"
2,"3","3","R_3rUpJCgf7gsQxaB",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_3rUpJCgf7gsQxaB",0,"60min","Voucher","300","pos"
2,"4","2","R_3rUpJCgf7gsQxaB",1,"90min","Donate","500","neg"
2,"4","3","R_3rUpJCgf7gsQxaB",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_3rUpJCgf7gsQxaB",0,"60min","Donate","500","pos"
2,"5","2","R_3rUpJCgf7gsQxaB",1,"90min","Voucher","160","neg"
2,"5","3","R_3rUpJCgf7gsQxaB",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_3rUpJCgf7gsQxaB",0,"30min","Voucher","300","pos"
2,"6","2","R_3rUpJCgf7gsQxaB",1,"60min","Cash","500","neg"
2,"6","3","R_3rUpJCgf7gsQxaB",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_3rUpJCgf7gsQxaB",1,"60min","Cash","160","neg"
2,"7","2","R_3rUpJCgf7gsQxaB",0,"90min","Voucher","500","pos"
2,"7","3","R_3rUpJCgf7gsQxaB",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_3rUpJCgf7gsQxaB",1,"90min","Cash","160","neg"
2,"8","2","R_3rUpJCgf7gsQxaB",0,"30min","Donate","500","pos"
2,"8","3","R_3rUpJCgf7gsQxaB",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_3yGgeKvjomvZ3vr",1,"60min","Voucher","300","neg"
2,"1","2","R_3yGgeKvjomvZ3vr",0,"30min","Cash","160","pos"
2,"1","3","R_3yGgeKvjomvZ3vr",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_3yGgeKvjomvZ3vr",1,"60min","Cash","300","neg"
2,"2","2","R_3yGgeKvjomvZ3vr",0,"90min","Donate","500","pos"
2,"2","3","R_3yGgeKvjomvZ3vr",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_3yGgeKvjomvZ3vr",1,"60min","Voucher","500","pos"
2,"3","2","R_3yGgeKvjomvZ3vr",0,"30min","Donate","160","neg"
2,"3","3","R_3yGgeKvjomvZ3vr",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_3yGgeKvjomvZ3vr",1,"60min","Voucher","300","pos"
2,"4","2","R_3yGgeKvjomvZ3vr",0,"90min","Donate","500","neg"
2,"4","3","R_3yGgeKvjomvZ3vr",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_3yGgeKvjomvZ3vr",0,"60min","Donate","500","pos"
2,"5","2","R_3yGgeKvjomvZ3vr",1,"90min","Voucher","160","neg"
2,"5","3","R_3yGgeKvjomvZ3vr",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_3yGgeKvjomvZ3vr",0,"30min","Voucher","300","pos"
2,"6","2","R_3yGgeKvjomvZ3vr",1,"60min","Cash","500","neg"
2,"6","3","R_3yGgeKvjomvZ3vr",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_3yGgeKvjomvZ3vr",1,"60min","Cash","160","neg"
2,"7","2","R_3yGgeKvjomvZ3vr",0,"90min","Voucher","500","pos"
2,"7","3","R_3yGgeKvjomvZ3vr",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_3yGgeKvjomvZ3vr",1,"90min","Cash","160","neg"
2,"8","2","R_3yGgeKvjomvZ3vr",0,"30min","Donate","500","pos"
2,"8","3","R_3yGgeKvjomvZ3vr",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_7Qjt3XQ603vUiul",0,"60min","Voucher","300","neg"
2,"1","2","R_7Qjt3XQ603vUiul",0,"30min","Cash","160","pos"
2,"1","3","R_7Qjt3XQ603vUiul",1,"SQ","SQ","SQ","SQ"
2,"2","1","R_7Qjt3XQ603vUiul",0,"60min","Cash","300","neg"
2,"2","2","R_7Qjt3XQ603vUiul",0,"90min","Donate","500","pos"
2,"2","3","R_7Qjt3XQ603vUiul",1,"SQ","SQ","SQ","SQ"
2,"3","1","R_7Qjt3XQ603vUiul",0,"60min","Voucher","500","pos"
2,"3","2","R_7Qjt3XQ603vUiul",1,"30min","Donate","160","neg"
2,"3","3","R_7Qjt3XQ603vUiul",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_7Qjt3XQ603vUiul",1,"60min","Voucher","300","pos"
2,"4","2","R_7Qjt3XQ603vUiul",0,"90min","Donate","500","neg"
2,"4","3","R_7Qjt3XQ603vUiul",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_7Qjt3XQ603vUiul",0,"60min","Donate","500","pos"
2,"5","2","R_7Qjt3XQ603vUiul",0,"90min","Voucher","160","neg"
2,"5","3","R_7Qjt3XQ603vUiul",1,"SQ","SQ","SQ","SQ"
2,"6","1","R_7Qjt3XQ603vUiul",1,"30min","Voucher","300","pos"
2,"6","2","R_7Qjt3XQ603vUiul",0,"60min","Cash","500","neg"
2,"6","3","R_7Qjt3XQ603vUiul",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_7Qjt3XQ603vUiul",0,"60min","Cash","160","neg"
2,"7","2","R_7Qjt3XQ603vUiul",0,"90min","Voucher","500","pos"
2,"7","3","R_7Qjt3XQ603vUiul",1,"SQ","SQ","SQ","SQ"
2,"8","1","R_7Qjt3XQ603vUiul",0,"90min","Cash","160","neg"
2,"8","2","R_7Qjt3XQ603vUiul",1,"30min","Donate","500","pos"
2,"8","3","R_7Qjt3XQ603vUiul",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_C1bHens31RyK1Q5",0,"60min","Voucher","300","neg"
2,"1","2","R_C1bHens31RyK1Q5",1,"30min","Cash","160","pos"
2,"1","3","R_C1bHens31RyK1Q5",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_C1bHens31RyK1Q5",1,"60min","Cash","300","neg"
2,"2","2","R_C1bHens31RyK1Q5",0,"90min","Donate","500","pos"
2,"2","3","R_C1bHens31RyK1Q5",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_C1bHens31RyK1Q5",0,"60min","Voucher","500","pos"
2,"3","2","R_C1bHens31RyK1Q5",1,"30min","Donate","160","neg"
2,"3","3","R_C1bHens31RyK1Q5",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_C1bHens31RyK1Q5",1,"60min","Voucher","300","pos"
2,"4","2","R_C1bHens31RyK1Q5",0,"90min","Donate","500","neg"
2,"4","3","R_C1bHens31RyK1Q5",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_C1bHens31RyK1Q5",1,"60min","Donate","500","pos"
2,"5","2","R_C1bHens31RyK1Q5",0,"90min","Voucher","160","neg"
2,"5","3","R_C1bHens31RyK1Q5",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_C1bHens31RyK1Q5",1,"30min","Voucher","300","pos"
2,"6","2","R_C1bHens31RyK1Q5",0,"60min","Cash","500","neg"
2,"6","3","R_C1bHens31RyK1Q5",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_C1bHens31RyK1Q5",1,"60min","Cash","160","neg"
2,"7","2","R_C1bHens31RyK1Q5",0,"90min","Voucher","500","pos"
2,"7","3","R_C1bHens31RyK1Q5",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_C1bHens31RyK1Q5",0,"90min","Cash","160","neg"
2,"8","2","R_C1bHens31RyK1Q5",1,"30min","Donate","500","pos"
2,"8","3","R_C1bHens31RyK1Q5",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_dpdztCmHxQtdR85",1,"60min","Voucher","300","neg"
2,"1","2","R_dpdztCmHxQtdR85",0,"30min","Cash","160","pos"
2,"1","3","R_dpdztCmHxQtdR85",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_dpdztCmHxQtdR85",1,"60min","Cash","300","neg"
2,"2","2","R_dpdztCmHxQtdR85",0,"90min","Donate","500","pos"
2,"2","3","R_dpdztCmHxQtdR85",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_dpdztCmHxQtdR85",1,"60min","Voucher","500","pos"
2,"3","2","R_dpdztCmHxQtdR85",0,"30min","Donate","160","neg"
2,"3","3","R_dpdztCmHxQtdR85",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_dpdztCmHxQtdR85",1,"60min","Voucher","300","pos"
2,"4","2","R_dpdztCmHxQtdR85",0,"90min","Donate","500","neg"
2,"4","3","R_dpdztCmHxQtdR85",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_dpdztCmHxQtdR85",0,"60min","Donate","500","pos"
2,"5","2","R_dpdztCmHxQtdR85",1,"90min","Voucher","160","neg"
2,"5","3","R_dpdztCmHxQtdR85",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_dpdztCmHxQtdR85",0,"30min","Voucher","300","pos"
2,"6","2","R_dpdztCmHxQtdR85",1,"60min","Cash","500","neg"
2,"6","3","R_dpdztCmHxQtdR85",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_dpdztCmHxQtdR85",0,"60min","Cash","160","neg"
2,"7","2","R_dpdztCmHxQtdR85",1,"90min","Voucher","500","pos"
2,"7","3","R_dpdztCmHxQtdR85",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_dpdztCmHxQtdR85",1,"90min","Cash","160","neg"
2,"8","2","R_dpdztCmHxQtdR85",0,"30min","Donate","500","pos"
2,"8","3","R_dpdztCmHxQtdR85",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_OpNcg45Yi3CqpGN",1,"60min","Voucher","300","neg"
2,"1","2","R_OpNcg45Yi3CqpGN",0,"30min","Cash","160","pos"
2,"1","3","R_OpNcg45Yi3CqpGN",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_OpNcg45Yi3CqpGN",1,"60min","Cash","300","neg"
2,"2","2","R_OpNcg45Yi3CqpGN",0,"90min","Donate","500","pos"
2,"2","3","R_OpNcg45Yi3CqpGN",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_OpNcg45Yi3CqpGN",1,"60min","Voucher","500","pos"
2,"3","2","R_OpNcg45Yi3CqpGN",0,"30min","Donate","160","neg"
2,"3","3","R_OpNcg45Yi3CqpGN",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_OpNcg45Yi3CqpGN",1,"60min","Voucher","300","pos"
2,"4","2","R_OpNcg45Yi3CqpGN",0,"90min","Donate","500","neg"
2,"4","3","R_OpNcg45Yi3CqpGN",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_OpNcg45Yi3CqpGN",0,"60min","Donate","500","pos"
2,"5","2","R_OpNcg45Yi3CqpGN",1,"90min","Voucher","160","neg"
2,"5","3","R_OpNcg45Yi3CqpGN",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_OpNcg45Yi3CqpGN",0,"30min","Voucher","300","pos"
2,"6","2","R_OpNcg45Yi3CqpGN",1,"60min","Cash","500","neg"
2,"6","3","R_OpNcg45Yi3CqpGN",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_OpNcg45Yi3CqpGN",0,"60min","Cash","160","neg"
2,"7","2","R_OpNcg45Yi3CqpGN",1,"90min","Voucher","500","pos"
2,"7","3","R_OpNcg45Yi3CqpGN",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_OpNcg45Yi3CqpGN",1,"90min","Cash","160","neg"
2,"8","2","R_OpNcg45Yi3CqpGN",0,"30min","Donate","500","pos"
2,"8","3","R_OpNcg45Yi3CqpGN",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_PLfs5x5QMunsq0V",1,"60min","Voucher","300","neg"
2,"1","2","R_PLfs5x5QMunsq0V",0,"30min","Cash","160","pos"
2,"1","3","R_PLfs5x5QMunsq0V",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_PLfs5x5QMunsq0V",0,"60min","Cash","300","neg"
2,"2","2","R_PLfs5x5QMunsq0V",1,"90min","Donate","500","pos"
2,"2","3","R_PLfs5x5QMunsq0V",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_PLfs5x5QMunsq0V",1,"60min","Voucher","500","pos"
2,"3","2","R_PLfs5x5QMunsq0V",0,"30min","Donate","160","neg"
2,"3","3","R_PLfs5x5QMunsq0V",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_PLfs5x5QMunsq0V",1,"60min","Voucher","300","pos"
2,"4","2","R_PLfs5x5QMunsq0V",0,"90min","Donate","500","neg"
2,"4","3","R_PLfs5x5QMunsq0V",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_PLfs5x5QMunsq0V",0,"60min","Donate","500","pos"
2,"5","2","R_PLfs5x5QMunsq0V",1,"90min","Voucher","160","neg"
2,"5","3","R_PLfs5x5QMunsq0V",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_PLfs5x5QMunsq0V",1,"30min","Voucher","300","pos"
2,"6","2","R_PLfs5x5QMunsq0V",0,"60min","Cash","500","neg"
2,"6","3","R_PLfs5x5QMunsq0V",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_PLfs5x5QMunsq0V",0,"60min","Cash","160","neg"
2,"7","2","R_PLfs5x5QMunsq0V",1,"90min","Voucher","500","pos"
2,"7","3","R_PLfs5x5QMunsq0V",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_PLfs5x5QMunsq0V",1,"90min","Cash","160","neg"
2,"8","2","R_PLfs5x5QMunsq0V",0,"30min","Donate","500","pos"
2,"8","3","R_PLfs5x5QMunsq0V",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_pLPyvFbXtxQuNnH",1,"60min","Voucher","300","neg"
2,"1","2","R_pLPyvFbXtxQuNnH",0,"30min","Cash","160","pos"
2,"1","3","R_pLPyvFbXtxQuNnH",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_pLPyvFbXtxQuNnH",1,"60min","Cash","300","neg"
2,"2","2","R_pLPyvFbXtxQuNnH",0,"90min","Donate","500","pos"
2,"2","3","R_pLPyvFbXtxQuNnH",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_pLPyvFbXtxQuNnH",1,"60min","Voucher","500","pos"
2,"3","2","R_pLPyvFbXtxQuNnH",0,"30min","Donate","160","neg"
2,"3","3","R_pLPyvFbXtxQuNnH",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_pLPyvFbXtxQuNnH",1,"60min","Voucher","300","pos"
2,"4","2","R_pLPyvFbXtxQuNnH",0,"90min","Donate","500","neg"
2,"4","3","R_pLPyvFbXtxQuNnH",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_pLPyvFbXtxQuNnH",0,"60min","Donate","500","pos"
2,"5","2","R_pLPyvFbXtxQuNnH",1,"90min","Voucher","160","neg"
2,"5","3","R_pLPyvFbXtxQuNnH",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_pLPyvFbXtxQuNnH",0,"30min","Voucher","300","pos"
2,"6","2","R_pLPyvFbXtxQuNnH",1,"60min","Cash","500","neg"
2,"6","3","R_pLPyvFbXtxQuNnH",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_pLPyvFbXtxQuNnH",0,"60min","Cash","160","neg"
2,"7","2","R_pLPyvFbXtxQuNnH",1,"90min","Voucher","500","pos"
2,"7","3","R_pLPyvFbXtxQuNnH",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_pLPyvFbXtxQuNnH",1,"90min","Cash","160","neg"
2,"8","2","R_pLPyvFbXtxQuNnH",0,"30min","Donate","500","pos"
2,"8","3","R_pLPyvFbXtxQuNnH",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_pRWKwIO02qky63L",0,"60min","Voucher","300","neg"
2,"1","2","R_pRWKwIO02qky63L",1,"30min","Cash","160","pos"
2,"1","3","R_pRWKwIO02qky63L",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_pRWKwIO02qky63L",1,"60min","Cash","300","neg"
2,"2","2","R_pRWKwIO02qky63L",0,"90min","Donate","500","pos"
2,"2","3","R_pRWKwIO02qky63L",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_pRWKwIO02qky63L",1,"60min","Voucher","500","pos"
2,"3","2","R_pRWKwIO02qky63L",0,"30min","Donate","160","neg"
2,"3","3","R_pRWKwIO02qky63L",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_pRWKwIO02qky63L",1,"60min","Voucher","300","pos"
2,"4","2","R_pRWKwIO02qky63L",0,"90min","Donate","500","neg"
2,"4","3","R_pRWKwIO02qky63L",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_pRWKwIO02qky63L",0,"60min","Donate","500","pos"
2,"5","2","R_pRWKwIO02qky63L",0,"90min","Voucher","160","neg"
2,"5","3","R_pRWKwIO02qky63L",1,"SQ","SQ","SQ","SQ"
2,"6","1","R_pRWKwIO02qky63L",0,"30min","Voucher","300","pos"
2,"6","2","R_pRWKwIO02qky63L",1,"60min","Cash","500","neg"
2,"6","3","R_pRWKwIO02qky63L",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_pRWKwIO02qky63L",1,"60min","Cash","160","neg"
2,"7","2","R_pRWKwIO02qky63L",0,"90min","Voucher","500","pos"
2,"7","3","R_pRWKwIO02qky63L",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_pRWKwIO02qky63L",0,"90min","Cash","160","neg"
2,"8","2","R_pRWKwIO02qky63L",0,"30min","Donate","500","pos"
2,"8","3","R_pRWKwIO02qky63L",1,"SQ","SQ","SQ","SQ"
2,"1","1","R_r8UDaaY6fYTfY9r",1,"60min","Voucher","300","neg"
2,"1","2","R_r8UDaaY6fYTfY9r",0,"30min","Cash","160","pos"
2,"1","3","R_r8UDaaY6fYTfY9r",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_r8UDaaY6fYTfY9r",1,"60min","Cash","300","neg"
2,"2","2","R_r8UDaaY6fYTfY9r",0,"90min","Donate","500","pos"
2,"2","3","R_r8UDaaY6fYTfY9r",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_r8UDaaY6fYTfY9r",1,"60min","Voucher","500","pos"
2,"3","2","R_r8UDaaY6fYTfY9r",0,"30min","Donate","160","neg"
2,"3","3","R_r8UDaaY6fYTfY9r",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_r8UDaaY6fYTfY9r",1,"60min","Voucher","300","pos"
2,"4","2","R_r8UDaaY6fYTfY9r",0,"90min","Donate","500","neg"
2,"4","3","R_r8UDaaY6fYTfY9r",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_r8UDaaY6fYTfY9r",0,"60min","Donate","500","pos"
2,"5","2","R_r8UDaaY6fYTfY9r",1,"90min","Voucher","160","neg"
2,"5","3","R_r8UDaaY6fYTfY9r",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_r8UDaaY6fYTfY9r",0,"30min","Voucher","300","pos"
2,"6","2","R_r8UDaaY6fYTfY9r",1,"60min","Cash","500","neg"
2,"6","3","R_r8UDaaY6fYTfY9r",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_r8UDaaY6fYTfY9r",1,"60min","Cash","160","neg"
2,"7","2","R_r8UDaaY6fYTfY9r",0,"90min","Voucher","500","pos"
2,"7","3","R_r8UDaaY6fYTfY9r",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_r8UDaaY6fYTfY9r",1,"90min","Cash","160","neg"
2,"8","2","R_r8UDaaY6fYTfY9r",0,"30min","Donate","500","pos"
2,"8","3","R_r8UDaaY6fYTfY9r",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_RIZOx6B8WQ2XvYB",0,"60min","Voucher","300","neg"
2,"1","2","R_RIZOx6B8WQ2XvYB",1,"30min","Cash","160","pos"
2,"1","3","R_RIZOx6B8WQ2XvYB",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_RIZOx6B8WQ2XvYB",1,"60min","Cash","300","neg"
2,"2","2","R_RIZOx6B8WQ2XvYB",0,"90min","Donate","500","pos"
2,"2","3","R_RIZOx6B8WQ2XvYB",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_RIZOx6B8WQ2XvYB",1,"60min","Voucher","500","pos"
2,"3","2","R_RIZOx6B8WQ2XvYB",0,"30min","Donate","160","neg"
2,"3","3","R_RIZOx6B8WQ2XvYB",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_RIZOx6B8WQ2XvYB",1,"60min","Voucher","300","pos"
2,"4","2","R_RIZOx6B8WQ2XvYB",0,"90min","Donate","500","neg"
2,"4","3","R_RIZOx6B8WQ2XvYB",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_RIZOx6B8WQ2XvYB",0,"60min","Donate","500","pos"
2,"5","2","R_RIZOx6B8WQ2XvYB",1,"90min","Voucher","160","neg"
2,"5","3","R_RIZOx6B8WQ2XvYB",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_RIZOx6B8WQ2XvYB",0,"30min","Voucher","300","pos"
2,"6","2","R_RIZOx6B8WQ2XvYB",1,"60min","Cash","500","neg"
2,"6","3","R_RIZOx6B8WQ2XvYB",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_RIZOx6B8WQ2XvYB",1,"60min","Cash","160","neg"
2,"7","2","R_RIZOx6B8WQ2XvYB",0,"90min","Voucher","500","pos"
2,"7","3","R_RIZOx6B8WQ2XvYB",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_RIZOx6B8WQ2XvYB",1,"90min","Cash","160","neg"
2,"8","2","R_RIZOx6B8WQ2XvYB",0,"30min","Donate","500","pos"
2,"8","3","R_RIZOx6B8WQ2XvYB",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_spYsXNp2E0UTeLf",1,"60min","Voucher","300","neg"
2,"1","2","R_spYsXNp2E0UTeLf",0,"30min","Cash","160","pos"
2,"1","3","R_spYsXNp2E0UTeLf",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_spYsXNp2E0UTeLf",1,"60min","Cash","300","neg"
2,"2","2","R_spYsXNp2E0UTeLf",0,"90min","Donate","500","pos"
2,"2","3","R_spYsXNp2E0UTeLf",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_spYsXNp2E0UTeLf",1,"60min","Voucher","500","pos"
2,"3","2","R_spYsXNp2E0UTeLf",0,"30min","Donate","160","neg"
2,"3","3","R_spYsXNp2E0UTeLf",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_spYsXNp2E0UTeLf",1,"60min","Voucher","300","pos"
2,"4","2","R_spYsXNp2E0UTeLf",0,"90min","Donate","500","neg"
2,"4","3","R_spYsXNp2E0UTeLf",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_spYsXNp2E0UTeLf",0,"60min","Donate","500","pos"
2,"5","2","R_spYsXNp2E0UTeLf",1,"90min","Voucher","160","neg"
2,"5","3","R_spYsXNp2E0UTeLf",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_spYsXNp2E0UTeLf",0,"30min","Voucher","300","pos"
2,"6","2","R_spYsXNp2E0UTeLf",1,"60min","Cash","500","neg"
2,"6","3","R_spYsXNp2E0UTeLf",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_spYsXNp2E0UTeLf",0,"60min","Cash","160","neg"
2,"7","2","R_spYsXNp2E0UTeLf",1,"90min","Voucher","500","pos"
2,"7","3","R_spYsXNp2E0UTeLf",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_spYsXNp2E0UTeLf",1,"90min","Cash","160","neg"
2,"8","2","R_spYsXNp2E0UTeLf",0,"30min","Donate","500","pos"
2,"8","3","R_spYsXNp2E0UTeLf",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_tKROzjrBvzHDrYB",0,"60min","Voucher","300","neg"
2,"1","2","R_tKROzjrBvzHDrYB",1,"30min","Cash","160","pos"
2,"1","3","R_tKROzjrBvzHDrYB",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_tKROzjrBvzHDrYB",1,"60min","Cash","300","neg"
2,"2","2","R_tKROzjrBvzHDrYB",0,"90min","Donate","500","pos"
2,"2","3","R_tKROzjrBvzHDrYB",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_tKROzjrBvzHDrYB",0,"60min","Voucher","500","pos"
2,"3","2","R_tKROzjrBvzHDrYB",1,"30min","Donate","160","neg"
2,"3","3","R_tKROzjrBvzHDrYB",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_tKROzjrBvzHDrYB",1,"60min","Voucher","300","pos"
2,"4","2","R_tKROzjrBvzHDrYB",0,"90min","Donate","500","neg"
2,"4","3","R_tKROzjrBvzHDrYB",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_tKROzjrBvzHDrYB",0,"60min","Donate","500","pos"
2,"5","2","R_tKROzjrBvzHDrYB",1,"90min","Voucher","160","neg"
2,"5","3","R_tKROzjrBvzHDrYB",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_tKROzjrBvzHDrYB",0,"30min","Voucher","300","pos"
2,"6","2","R_tKROzjrBvzHDrYB",1,"60min","Cash","500","neg"
2,"6","3","R_tKROzjrBvzHDrYB",0,"SQ","SQ","SQ","SQ"
2,"7","1","R_tKROzjrBvzHDrYB",1,"60min","Cash","160","neg"
2,"7","2","R_tKROzjrBvzHDrYB",0,"90min","Voucher","500","pos"
2,"7","3","R_tKROzjrBvzHDrYB",0,"SQ","SQ","SQ","SQ"
2,"8","1","R_tKROzjrBvzHDrYB",1,"90min","Cash","160","neg"
2,"8","2","R_tKROzjrBvzHDrYB",0,"30min","Donate","500","pos"
2,"8","3","R_tKROzjrBvzHDrYB",0,"SQ","SQ","SQ","SQ"
2,"1","1","R_ToNUo8cqR2ItQs1",0,"60min","Voucher","300","neg"
2,"1","2","R_ToNUo8cqR2ItQs1",1,"30min","Cash","160","pos"
2,"1","3","R_ToNUo8cqR2ItQs1",0,"SQ","SQ","SQ","SQ"
2,"2","1","R_ToNUo8cqR2ItQs1",1,"60min","Cash","300","neg"
2,"2","2","R_ToNUo8cqR2ItQs1",0,"90min","Donate","500","pos"
2,"2","3","R_ToNUo8cqR2ItQs1",0,"SQ","SQ","SQ","SQ"
2,"3","1","R_ToNUo8cqR2ItQs1",1,"60min","Voucher","500","pos"
2,"3","2","R_ToNUo8cqR2ItQs1",0,"30min","Donate","160","neg"
2,"3","3","R_ToNUo8cqR2ItQs1",0,"SQ","SQ","SQ","SQ"
2,"4","1","R_ToNUo8cqR2ItQs1",1,"60min","Voucher","300","pos"
2,"4","2","R_ToNUo8cqR2ItQs1",0,"90min","Donate","500","neg"
2,"4","3","R_ToNUo8cqR2ItQs1",0,"SQ","SQ","SQ","SQ"
2,"5","1","R_ToNUo8cqR2ItQs1",0,"60min","Donate","500","pos"
2,"5","2","R_ToNUo8cqR2ItQs1",1,"90min","Voucher","160","neg"
2,"5","3","R_ToNUo8cqR2ItQs1",0,"SQ","SQ","SQ","SQ"
2,"6","1","R_ToNUo8cqR2ItQs1",0,"30min","Voucher","300","pos"
2,"6","2","R_ToNUo8cqR2ItQs1",1,"60min","Cash","500","neg"
